timestamp,Time,slice_type,slice_id,cpu_util_pct,mem_util_pct,bw_util_pct,active_users,queue_len,congestion_flag,LTE/5g Category,Packet Loss Rate,Packet delay,IoT,LTE/5G,GBR,Non-GBR,AR/VR/Gaming,Healthcare,Industry 4.0,IoT Devices,Public Safety,Smart City & Home,Smart Transportation,Smartphone
2025-01-01 00:27:00,0,1,1_01,72.95,57.04,79.06,175,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:28:00,0,1,1_01,81.64,58.06,85.67,170,6,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:29:00,0,1,1_01,74.76,55.96,75.2,184,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:30:00,0,1,1_01,81.63,56.46,84.92,181,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:31:00,0,1,1_01,77.14,58.01,80.94,179,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:32:00,0,1,1_01,75.22,57.9,79.34,161,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:33:00,0,1,1_01,79.48,56.43,86.82,173,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:34:00,0,1,1_01,76.95,56.84,81.26,190,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:35:00,0,1,1_01,77.69,56.34,80.09,177,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:36:00,0,1,1_01,79.37,58.65,82.52,185,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:37:00,0,1,1_01,78.73,55.05,82.89,172,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:38:00,0,1,1_01,77.8,56.51,82.27,192,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:39:00,0,1,1_01,75.48,55.26,77.8,181,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:40:00,0,1,1_01,83.98,58.71,80.22,184,8,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:41:00,0,1,1_01,80.21,55.41,88.12,199,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:42:00,0,1,1_01,78.39,58.19,83.92,193,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:43:00,0,1,1_01,87.94,60.63,83.78,180,11,1,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:44:00,0,1,1_01,79.45,60.71,81.44,178,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:45:00,0,1,1_01,74.39,55.52,80.45,180,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:46:00,0,1,1_01,84.2,58.71,88.04,186,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:47:00,0,1,1_01,76.47,56.81,82.05,182,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:48:00,0,1,1_01,80.48,56.53,81.09,180,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:49:00,0,1,1_01,80.97,58.18,86.98,193,6,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:50:00,0,1,1_01,76.75,60.22,80.45,182,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:51:00,0,1,1_01,83.01,59.31,82.49,199,7,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:52:00,0,1,1_01,80.54,57.36,82.75,183,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:53:00,0,1,1_01,82.25,59.52,83.99,196,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:54:00,0,1,1_01,80.74,55.13,83.69,185,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:55:00,0,1,1_01,81.89,57.4,89.67,190,6,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:56:00,0,1,1_01,80.93,57.32,83.24,178,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:57:00,0,1,1_01,77.82,58.7,75.0,177,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:58:00,0,1,1_01,80.16,58.31,83.99,186,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 00:59:00,0,1,1_01,84.06,58.44,83.51,190,8,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:00:00,1,1,1_01,78.57,57.68,79.6,163,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:01:00,1,1,1_01,76.82,58.0,79.33,154,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:02:00,1,1,1_01,76.4,58.81,78.41,153,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:03:00,1,1,1_01,76.08,58.25,78.34,153,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:04:00,1,1,1_01,73.56,57.63,80.04,150,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:05:00,1,1,1_01,75.29,58.69,77.94,164,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:06:00,1,1,1_01,75.77,59.36,77.41,171,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:07:00,1,1,1_01,80.4,57.32,88.54,163,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:08:00,1,1,1_01,75.14,58.09,75.76,147,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:09:00,1,1,1_01,76.54,59.96,79.67,162,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:10:00,1,1,1_01,75.74,56.59,74.89,162,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:11:00,1,1,1_01,79.1,60.98,81.38,179,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:12:00,1,1,1_01,74.68,56.3,75.69,153,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:13:00,1,1,1_01,72.1,57.82,77.95,161,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:14:00,1,1,1_01,83.31,56.95,83.87,176,7,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:15:00,1,1,1_01,77.02,61.68,81.28,167,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:16:00,1,1,1_01,77.39,57.68,81.66,168,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:17:00,1,1,1_01,72.65,57.72,74.35,165,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:18:00,1,1,1_01,78.39,57.94,85.27,166,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:19:00,1,1,1_01,78.61,58.67,76.58,170,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:20:00,1,1,1_01,82.13,58.07,83.57,158,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:21:00,1,1,1_01,79.63,58.39,83.31,171,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:22:00,1,1,1_01,76.63,53.33,80.42,155,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:23:00,1,1,1_01,76.7,58.74,77.29,167,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:24:00,1,1,1_01,76.97,58.72,80.22,166,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:25:00,1,1,1_01,74.94,60.28,77.76,160,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:26:00,1,1,1_01,77.37,60.72,79.75,165,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:27:00,1,1,1_01,74.68,58.5,78.43,160,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:28:00,1,1,1_01,73.25,60.04,72.77,157,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:29:00,1,1,1_01,78.71,57.2,82.74,162,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:30:00,1,1,1_01,77.41,60.03,78.64,157,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:31:00,1,1,1_01,74.28,58.06,78.5,168,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:32:00,1,1,1_01,76.88,57.17,77.2,157,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:33:00,1,1,1_01,75.14,58.7,81.33,171,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:34:00,1,1,1_01,73.11,61.11,76.2,157,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:35:00,1,1,1_01,71.15,59.32,72.51,161,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:36:00,1,1,1_01,74.26,61.32,80.5,161,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:37:00,1,1,1_01,80.43,57.99,82.2,175,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:38:00,1,1,1_01,73.88,60.72,79.36,168,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:39:00,1,1,1_01,72.75,58.2,76.12,164,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:40:00,1,1,1_01,80.04,59.55,80.42,170,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:41:00,1,1,1_01,71.83,59.57,73.91,151,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:42:00,1,1,1_01,74.34,60.27,76.68,166,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:43:00,1,1,1_01,73.56,59.69,78.97,181,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:44:00,1,1,1_01,80.09,58.23,82.39,167,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:45:00,1,1,1_01,78.1,60.7,78.77,167,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:46:00,1,1,1_01,77.9,62.01,78.91,171,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:47:00,1,1,1_01,81.54,58.57,86.31,173,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:48:00,1,1,1_01,76.6,56.72,79.55,153,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:49:00,1,1,1_01,75.19,60.26,79.71,155,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:50:00,1,1,1_01,74.04,59.05,78.95,169,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:51:00,1,1,1_01,78.54,59.38,77.58,162,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:52:00,1,1,1_01,75.38,60.44,74.28,177,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:53:00,1,1,1_01,76.37,58.96,82.57,165,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:54:00,1,1,1_01,76.73,59.27,79.94,154,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:55:00,1,1,1_01,75.1,59.56,78.54,159,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:56:00,1,1,1_01,72.5,61.95,77.59,148,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:57:00,1,1,1_01,78.21,59.82,81.97,166,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:58:00,1,1,1_01,72.94,57.96,75.2,167,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 01:59:00,1,1,1_01,73.11,58.05,77.9,165,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:00:00,2,1,1_01,71.91,60.21,77.84,179,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:01:00,2,1,1_01,76.63,58.34,86.66,180,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:02:00,2,1,1_01,77.62,57.73,83.09,171,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:03:00,2,1,1_01,72.41,61.06,72.49,157,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:04:00,2,1,1_01,72.68,61.16,76.51,177,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:05:00,2,1,1_01,78.76,59.62,80.56,176,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:06:00,2,1,1_01,76.34,60.65,79.44,175,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:07:00,2,1,1_01,76.79,60.52,77.37,180,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:08:00,2,1,1_01,79.5,61.18,85.62,164,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:09:00,2,1,1_01,76.51,61.22,82.96,187,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:10:00,2,1,1_01,77.89,56.43,81.4,166,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:11:00,2,1,1_01,73.15,60.02,79.07,178,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:12:00,2,1,1_01,79.1,61.19,81.66,161,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:13:00,2,1,1_01,73.88,59.83,78.93,167,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:14:00,2,1,1_01,79.61,60.53,80.88,184,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:15:00,2,1,1_01,77.31,61.64,82.4,172,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:16:00,2,1,1_01,77.5,60.67,76.46,180,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:17:00,2,1,1_01,77.17,62.84,85.65,175,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:18:00,2,1,1_01,75.8,62.31,81.21,173,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:19:00,2,1,1_01,80.89,60.47,85.58,184,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:20:00,2,1,1_01,78.26,60.39,77.34,172,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:21:00,2,1,1_01,79.15,56.44,76.72,161,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:22:00,2,1,1_01,75.13,60.26,76.79,169,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:23:00,2,1,1_01,82.53,58.76,82.0,179,6,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:24:00,2,1,1_01,76.85,61.16,81.35,178,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:25:00,2,1,1_01,78.67,61.09,78.39,164,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:26:00,2,1,1_01,72.97,61.94,77.33,170,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:27:00,2,1,1_01,76.01,63.02,76.67,171,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:28:00,2,1,1_01,71.25,60.92,80.52,173,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:29:00,2,1,1_01,73.22,64.42,78.58,166,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:30:00,2,1,1_01,77.1,61.38,78.41,171,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:31:00,2,1,1_01,76.34,59.1,85.01,170,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:32:00,2,1,1_01,78.56,60.26,81.19,181,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:33:00,2,1,1_01,82.08,60.58,85.35,182,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:34:00,2,1,1_01,75.15,62.06,79.26,175,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:35:00,2,1,1_01,75.18,59.78,81.4,173,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:36:00,2,1,1_01,76.13,60.79,80.89,177,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:37:00,2,1,1_01,71.82,61.03,75.37,171,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:38:00,2,1,1_01,79.06,60.64,84.46,168,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:39:00,2,1,1_01,77.05,62.56,79.96,170,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:40:00,2,1,1_01,77.62,62.34,82.8,172,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:41:00,2,1,1_01,79.9,63.16,78.01,169,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:42:00,2,1,1_01,75.39,60.95,80.65,178,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:43:00,2,1,1_01,79.76,63.29,79.04,183,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:44:00,2,1,1_01,76.28,59.47,83.69,166,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:45:00,2,1,1_01,78.17,59.47,82.08,178,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:46:00,2,1,1_01,80.93,59.77,82.06,176,6,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:47:00,2,1,1_01,82.73,61.64,85.52,181,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:48:00,2,1,1_01,78.35,63.46,84.62,178,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:49:00,2,1,1_01,79.59,60.79,82.47,168,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:50:00,2,1,1_01,75.64,61.01,76.01,169,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:51:00,2,1,1_01,75.0,61.44,79.16,179,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:52:00,2,1,1_01,77.76,62.66,78.92,186,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:53:00,2,1,1_01,82.52,61.12,81.87,163,5,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:54:00,2,1,1_01,79.15,61.07,82.05,182,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:55:00,2,1,1_01,77.09,59.88,77.95,188,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:56:00,2,1,1_01,78.83,61.08,80.58,178,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:57:00,2,1,1_01,71.63,63.74,77.25,184,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:58:00,2,1,1_01,78.36,62.14,80.7,175,2,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 02:59:00,2,1,1_01,72.2,60.93,76.28,179,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:00:00,3,1,1_01,76.18,63.89,81.59,167,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:01:00,3,1,1_01,82.54,61.19,80.65,162,6,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:02:00,3,1,1_01,80.38,64.24,87.58,186,4,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:03:00,3,1,1_01,76.62,64.25,83.04,172,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:04:00,3,1,1_01,79.43,62.26,79.61,176,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:05:00,3,1,1_01,75.94,59.96,82.75,170,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:06:00,3,1,1_01,73.47,65.68,76.1,170,0,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:07:00,3,1,1_01,78.93,62.86,78.29,179,3,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
2025-01-01 03:08:00,3,1,1_01,77.87,61.83,81.78,175,1,0,17,1e-06,60,0,1,1,0,0,0,0,0,0,0,0,1
